Year,Seasons,Division,Make,Number.of.Engines,Engine.Type,Purpose.of.Flight,Weather.Condition,Broad.Phase.of.Flight,Injury.Severity
1999,Spring,FWST,Cessna,1.0,1,Instructional,VMC,LANDING,0
1999,Spring,PLNS,Cessna,1.0,1,Instructional,VMC,LANDING,0
1999,Spring,PLNS,Beech,2.0,0,Others,VMC,LANDING,0
1999,Spring,PLNS,Bell,1.0,0,Others,VMC,CRUISE,1
1999,Spring,FWST,Cessna,1.0,1,Personal,VMC,STANDING,0
1999,Spring,MEST,Cessna,1.0,1,Personal,VMC,LANDING,0
1999,Spring,PLNS,Cessna,1.0,1,Personal,VMC,LANDING,0
1999,Spring,PLNS,Cessna,1.0,1,Others,VMC,TAKEOFF,0
1999,Spring,SEST,Cessna,1.0,1,Personal,VMC,LANDING,0
1999,Spring,SEST,Piper,1.0,1,Personal,VMC,DESCENT,1
1999,Spring,GRLK,Bell,2.0,0,Others,VMC,LANDING,0
1999,Spring,SEST,Piper,2.0,1,Instructional,VMC,LANDING,0
1999,Spring,FWST,Piper,1.0,1,Others,VMC,LANDING,0
1999,Spring,FWST,Piper,1.0,1,Personal,VMC,TAXI,0
1999,Spring,SWST,Cessna,1.0,1,Personal,VMC,TAKEOFF,1
1999,Spring,SWST,Air Tractor,1.0,1,Others,VMC,TAKEOFF,1
1999,Spring,SWST,Bell,1.0,1,Personal,VMC,APPROACH,0
1999,Spring,SEST,Cessna,1.0,1,Others,VMC,MANEUVERING,0
1999,Spring,SEST,Beech,2.0,0,Others,VMC,LANDING,0
1999,Spring,SWST,Cessna,1.0,1,Personal,VMC,CRUISE,0
1999,Spring,RMTN,Cessna,1.0,1,Instructional,VMC,APPROACH,0
1999,Spring,RMTN,Cessna,1.0,1,Instructional,VMC,APPROACH,0
1999,Spring,SEST,Air Tractor,1.0,0,Others,VMC,CLIMB,0
1999,Spring,SEST,Cessna,1.0,1,Personal,VMC,LANDING,0
1999,Spring,FWST,Cessna,1.0,1,Personal,VMC,CRUISE,1
1999,Spring,SWST,Cessna,1.0,1,Instructional,VMC,MANEUVERING,1
1999,Spring,FWST,Cessna,1.0,1,Personal,VMC,CRUISE,1
1999,Spring,SWST,Air Tractor,1.0,0,Others,VMC,LANDING,0
1999,Spring,SEST,Bell,1.0,1,Personal,VMC,TAKEOFF,1
1999,Spring,SEST,Piper,1.0,1,Instructional,VMC,LANDING,0
1999,Spring,GRLK,Cessna,1.0,1,Others,VMC,TAXI,1
1999,Spring,FWST,Piper,1.0,1,Personal,VMC,APPROACH,0
1999,Spring,GRLK,Beech,1.0,1,Personal,VMC,APPROACH,1
1999,Spring,GRLK,Cessna,1.0,1,Others,VMC,TAKEOFF,1
1999,Spring,PLNS,Beech,1.0,1,Personal,VMC,LANDING,0
1999,Spring,GRLK,Piper,1.0,1,Personal,VMC,LANDING,0
1999,Spring,RMTN,Hughes,1.0,1,Personal,VMC,LANDING,0
1999,Spring,FWST,Beech,1.0,1,Personal,VMC,TAKEOFF,0
1999,Spring,FWST,Cessna,1.0,1,Personal,VMC,LANDING,1
1999,Spring,SWST,Grumman,1.0,0,Others,VMC,TAKEOFF,0
1999,Spring,SWST,Cessna,1.0,1,Personal,VMC,TAKEOFF,1
1999,Spring,SWST,Grumman,1.0,1,Personal,VMC,CRUISE,0
1999,Spring,RMTN,Cessna,1.0,1,Personal,VMC,MANEUVERING,0
1999,Spring,RMTN,Piper,1.0,1,Personal,VMC,CRUISE,1
1999,Spring,SEST,Piper,1.0,1,Personal,VMC,APPROACH,0
1999,Spring,MEST,Cessna,1.0,1,Personal,IMC,CLIMB,1
1999,Spring,FWST,Grumman,1.0,1,Others,VMC,TAKEOFF,0
1999,Spring,FWST,Cessna,2.0,1,Personal,VMC,GO-AROUND,0
1999,Spring,SWST,Cessna,1.0,1,Personal,VMC,GO-AROUND,1
1999,Spring,SWST,Piper,1.0,1,Personal,VMC,TAKEOFF,0
1999,Spring,RMTN,Piper,1.0,1,Others,VMC,TAKEOFF,0
1999,Spring,SEST,Piper,1.0,1,Personal,VMC,TAKEOFF,1
1999,Spring,FWST,Piper,1.0,1,Personal,VMC,LANDING,0
1999,Spring,FWST,Cessna,1.0,1,Personal,IMC,CRUISE,1
1999,Spring,NWED,Piper,1.0,1,Personal,IMC,MANEUVERING,1
1999,Spring,GRLK,Piper,1.0,1,Others,VMC,CRUISE,1
1999,Spring,SEST,Cessna,1.0,1,Personal,IMC,MANEUVERING,1
1999,Spring,FWST,Beech,1.0,1,Others,VMC,TAXI,0
1999,Spring,SEST,Cessna,1.0,1,Personal,VMC,LANDING,0
1999,Spring,SEST,Cessna,1.0,1,Instructional,VMC,TAKEOFF,0
1999,Spring,RMTN,Piper,1.0,1,Personal,VMC,TAXI,0
1999,Spring,GRLK,Beech,1.0,1,Personal,VMC,TAKEOFF,1
1999,Spring,MEST,Piper,1.0,1,Personal,VMC,GO-AROUND,1
1999,Spring,RMTN,Mooney,1.0,1,Personal,IMC,APPROACH,1
1999,Spring,GRLK,Cessna,1.0,1,Personal,VMC,TAXI,0
1999,Spring,MEST,Piper,1.0,1,Others,VMC,LANDING,1
1999,Spring,SEST,Cessna,1.0,1,Instructional,VMC,LANDING,1
1999,Spring,RMTN,Cessna,1.0,1,Personal,IMC,DESCENT,1
1999,Spring,GRLK,Cessna,1.0,1,Personal,VMC,STANDING,0
1999,Spring,PLNS,Cessna,1.0,1,Personal,VMC,LANDING,1
1999,Spring,GRLK,Piper,1.0,1,Personal,VMC,TAKEOFF,1
1999,Spring,SEST,Cessna,1.0,1,Personal,VMC,APPROACH,0
1999,Spring,FWST,Piper,1.0,1,Personal,VMC,LANDING,0
1999,Spring,FWST,Piper,1.0,1,Personal,IMC,OTHERS,1
1999,Spring,MEST,Beech,1.0,1,Personal,VMC,LANDING,1
1999,Spring,SEST,Cessna,1.0,1,Instructional,VMC,MANEUVERING,0
1999,Spring,MEST,Cessna,1.0,1,Others,VMC,CLIMB,1
1999,Spring,SWST,Piper,1.0,1,Personal,VMC,APPROACH,1
1999,Spring,SWST,Cessna,1.0,1,Personal,VMC,LANDING,1
1999,Spring,SEST,Cessna,1.0,1,Personal,VMC,TAKEOFF,1
1999,Spring,FWST,Boeing,1.0,1,Personal,VMC,LANDING,0
1999,Spring,FWST,Boeing,1.0,1,Personal,VMC,LANDING,0
1999,Spring,SEST,Piper,1.0,1,Instructional,VMC,LANDING,0
1999,Spring,SWST,Cessna,1.0,1,Others,VMC,APPROACH,0
1999,Spring,SWST,Cessna,1.0,1,Personal,VMC,APPROACH,1
1999,Spring,SEST,Beech,1.0,1,Personal,VMC,CRUISE,0
1999,Spring,PLNS,Cessna,1.0,1,Instructional,VMC,LANDING,0
1999,Spring,SEST,Cessna,1.0,1,Instructional,VMC,APPROACH,1
1999,Spring,SEST,Cessna,1.0,1,Instructional,VMC,APPROACH,1
1999,Spring,SEST,Cessna,1.0,1,Personal,VMC,TAKEOFF,1
1999,Spring,SWST,Cessna,1.0,1,Instructional,VMC,LANDING,0
1999,Spring,SWST,Cessna,1.0,1,Personal,VMC,LANDING,0
1999,Spring,SEST,Beech,1.0,1,Personal,IMC,TAKEOFF,1
1999,Spring,MEST,Cessna,1.0,1,Instructional,VMC,APPROACH,1
1999,Spring,SWST,Cessna,2.0,1,Others,VMC,DESCENT,1
1999,Spring,FWST,Cessna,1.0,1,Others,VMC,APPROACH,1
1999,Spring,FWST,Bell,2.0,0,Others,VMC,MANEUVERING,0
1999,Spring,RMTN,Piper,1.0,1,Others,VMC,APPROACH,1
1999,Spring,PLNS,Cessna,1.0,1,Personal,VMC,LANDING,0
1999,Spring,SEST,Beech,1.0,1,Personal,VMC,TAKEOFF,0
1999,Spring,SEST,Beech,1.0,1,Personal,VMC,CLIMB,1
1999,Spring,FWST,Beech,1.0,1,Personal,VMC,CRUISE,0
1999,Spring,GRLK,Cessna,1.0,1,Personal,VMC,LANDING,1
1999,Spring,GRLK,Piper,1.0,1,Personal,VMC,LANDING,0
1999,Spring,GRLK,Cessna,1.0,1,Personal,VMC,DESCENT,1
1999,Spring,SEST,Cessna,1.0,1,Personal,VMC,GO-AROUND,1
1999,Spring,SEST,Cessna,1.0,1,Personal,VMC,LANDING,1
1999,Spring,SEST,Beech,2.0,1,Others,VMC,CRUISE,1
1999,Spring,FWST,Cessna,1.0,1,Personal,VMC,APPROACH,1
1999,Spring,FWST,Cessna,1.0,1,Personal,VMC,STANDING,0
1999,Spring,FWST,Piper,1.0,1,Personal,VMC,TAXI,0
1999,Spring,SEST,Piper,1.0,1,Others,VMC,LANDING,0
1999,Spring,FWST,Cessna,1.0,1,Personal,IMC,CRUISE,1
1999,Spring,FWST,Cessna,1.0,1,Personal,VMC,LANDING,1
1999,Spring,MEST,Cessna,1.0,1,Instructional,VMC,APPROACH,0
1999,Spring,SEST,Beech,1.0,1,Personal,VMC,DESCENT,1
1999,Spring,SWST,Cessna,1.0,1,Personal,IMC,CRUISE,1
1999,Spring,FWST,Piper,1.0,1,Personal,VMC,LANDING,0
1999,Spring,SEST,Cessna,2.0,1,Others,VMC,APPROACH,1
1999,Spring,SEST,Cessna,1.0,1,Instructional,VMC,CRUISE,1
1999,Spring,FWST,Cessna,1.0,1,Personal,VMC,DESCENT,0
1999,Spring,SEST,Bell,1.0,0,Others,VMC,MANEUVERING,0
1999,Spring,SWST,Piper,1.0,1,Personal,VMC,LANDING,0
1999,Spring,SEST,Cessna,1.0,1,Personal,VMC,LANDING,0
1999,Spring,SEST,Beech,1.0,1,Others,VMC,MANEUVERING,1
1999,Spring,SEST,Beech,1.0,1,Personal,VMC,TAKEOFF,0
1999,Spring,FWST,Beech,1.0,1,Personal,VMC,TAKEOFF,0
1999,Spring,FWST,Cessna,1.0,1,Personal,VMC,CRUISE,0
1999,Spring,MEST,Cessna,1.0,1,Personal,VMC,LANDING,0
1999,Spring,SEST,Cessna,1.0,1,Personal,VMC,TAKEOFF,0
1999,Spring,FWST,Beech,1.0,1,Personal,VMC,LANDING,0
1999,Spring,SEST,Mooney,1.0,1,Personal,VMC,CRUISE,1
1999,Spring,SWST,Cessna,1.0,1,Personal,VMC,MANEUVERING,1
1999,Spring,MEST,Cessna,1.0,1,Personal,VMC,LANDING,0
1999,Spring,FWST,Cessna,1.0,1,Instructional,VMC,LANDING,0
1999,Spring,MEST,Robinson,1.0,1,Instructional,VMC,LANDING,0
1999,Spring,FWST,Piper,2.0,1,Others,VMC,CLIMB,0
1999,Spring,SWST,Boeing,1.0,1,Personal,VMC,LANDING,0
1999,Spring,FWST,Beech,1.0,1,Personal,IMC,APPROACH,1
1999,Spring,FWST,Piper,1.0,1,Personal,VMC,LANDING,0
1999,Spring,SEST,Piper,2.0,1,Instructional,VMC,MANEUVERING,0
1999,Spring,SEST,Cessna,1.0,1,Personal,VMC,APPROACH,1
1999,Spring,SEST,Beech,2.0,1,Personal,VMC,APPROACH,1
1999,Spring,FWST,Piper,1.0,1,Instructional,VMC,MANEUVERING,0
1999,Spring,GRLK,Cessna,1.0,1,Instructional,VMC,OTHERS,1
1999,Spring,FWST,Cessna,1.0,1,Others,IMC,CRUISE,1
1999,Spring,FWST,Cessna,1.0,1,Instructional,VMC,GO-AROUND,0
1999,Spring,SEST,Cessna,1.0,1,Personal,VMC,LANDING,0
1999,Spring,PLNS,Cessna,1.0,1,Others,VMC,CLIMB,0
1999,Spring,SEST,Piper,1.0,1,Personal,VMC,DESCENT,1
1999,Spring,SEST,Beech,2.0,1,Personal,IMC,CLIMB,1
1999,Spring,FWST,Piper,2.0,1,Others,VMC,LANDING,0
1999,Spring,RMTN,Cessna,1.0,1,Personal,VMC,CRUISE,0
1999,Spring,RMTN,Piper,1.0,1,Personal,VMC,LANDING,0
1999,Spring,FWST,Cessna,1.0,1,Personal,VMC,TAKEOFF,0
1999,Spring,FWST,Bell,1.0,1,Personal,VMC,MANEUVERING,1
1999,Spring,PLNS,Piper,1.0,1,Instructional,VMC,TAKEOFF,1
1999,Spring,SEST,Grumman,1.0,0,Others,VMC,TAKEOFF,0
1999,Spring,PLNS,Bell,1.0,0,Others,VMC,CRUISE,0
1999,Spring,PLNS,Piper,1.0,1,Personal,VMC,LANDING,0
1999,Spring,SEST,Cessna,1.0,1,Instructional,VMC,MANEUVERING,0
1999,Spring,SWST,Cessna,1.0,1,Personal,IMC,CRUISE,1
1999,Spring,GRLK,Piper,1.0,1,Instructional,VMC,APPROACH,0
1999,Spring,GRLK,Mooney,1.0,1,Personal,VMC,CRUISE,1
1999,Spring,MEST,Piper,1.0,1,Personal,VMC,LANDING,0
1999,Spring,SWST,Cessna,1.0,1,Personal,VMC,CRUISE,0
1999,Spring,SEST,Beech,2.0,1,Others,VMC,APPROACH,1
1999,Spring,FWST,Cessna,1.0,1,Personal,VMC,CRUISE,1
1999,Spring,SWST,Bell,1.0,0,Others,VMC,CRUISE,0
1999,Spring,FWST,Piper,1.0,1,Others,VMC,TAKEOFF,1
1999,Spring,FWST,Cessna,1.0,1,Personal,VMC,LANDING,1
1999,Spring,SWST,Cessna,1.0,1,Personal,IMC,MANEUVERING,0
1999,Spring,SEST,Piper,1.0,1,Others,VMC,CRUISE,1
1999,Spring,FWST,Cessna,1.0,1,Personal,VMC,LANDING,0
1999,Spring,MEST,Cessna,1.0,1,Instructional,VMC,CRUISE,1
1999,Spring,MEST,Piper,1.0,1,Instructional,VMC,TAKEOFF,0
1999,Spring,SEST,Cessna,2.0,1,Instructional,VMC,MANEUVERING,1
1999,Spring,FWST,Piper,1.0,1,Personal,IMC,CRUISE,1
1999,Spring,FWST,Cessna,1.0,1,Personal,VMC,CRUISE,1
1999,Spring,NWED,Cessna,1.0,1,Instructional,VMC,LANDING,0
1999,Spring,SWST,Bell,1.0,0,Instructional,VMC,CLIMB,1
1999,Spring,SEST,Piper,2.0,1,Personal,VMC,TAKEOFF,1
1999,Spring,FWST,Robinson,1.0,1,Others,VMC,MANEUVERING,0
1999,Spring,MEST,Cessna,1.0,1,Instructional,VMC,LANDING,0
1999,Spring,MEST,Cessna,1.0,1,Personal,VMC,TAKEOFF,1
1999,Spring,FWST,Piper,1.0,1,Personal,VMC,LANDING,1
1999,Spring,SWST,Cessna,1.0,1,Personal,VMC,TAXI,0
1999,Spring,SWST,Air Tractor,1.0,1,Others,VMC,LANDING,0
1999,Spring,SEST,Cessna,1.0,1,Personal,VMC,LANDING,0
1999,Spring,SEST,Cessna,1.0,1,Personal,VMC,LANDING,0
1999,Spring,SEST,Cessna,1.0,1,Others,VMC,APPROACH,0
1999,Spring,FWST,Cessna,1.0,1,Instructional,VMC,APPROACH,0
1999,Spring,SEST,Cessna,1.0,1,Personal,VMC,CRUISE,0
1999,Spring,SEST,Beech,1.0,1,Personal,VMC,CLIMB,0
1999,Spring,RMTN,Mooney,1.0,1,Personal,VMC,CRUISE,0
1999,Spring,PLNS,Piper,1.0,1,Instructional,VMC,LANDING,0
1999,Spring,SEST,Cessna,1.0,1,Personal,VMC,LANDING,0
1999,Spring,FWST,Cessna,1.0,1,Personal,VMC,TAKEOFF,0
1999,Spring,FWST,Cessna,1.0,1,Personal,VMC,LANDING,0
1999,Spring,MEST,Cessna,1.0,1,Personal,VMC,CLIMB,0
1999,Spring,SWST,Cessna,1.0,1,Instructional,VMC,TAKEOFF,0
1999,Spring,RMTN,Piper,1.0,1,Personal,IMC,CLIMB,1
1999,Spring,GRLK,Piper,1.0,1,Personal,VMC,TAKEOFF,0
1999,Spring,FWST,Piper,1.0,1,Others,VMC,LANDING,0
1999,Spring,FWST,Cessna,1.0,1,Others,VMC,APPROACH,1
1999,Spring,SEST,Grumman,1.0,1,Others,VMC,TAKEOFF,0
1999,Spring,SWST,Robinson,1.0,1,Others,VMC,MANEUVERING,1
1999,Spring,SEST,Cessna,1.0,1,Personal,VMC,CLIMB,1
1999,Spring,MEST,Cessna,2.0,0,Others,VMC,TAXI,0
1999,Spring,SEST,Grumman,2.0,1,Instructional,VMC,DESCENT,1
1999,Spring,RMTN,Robinson,1.0,1,Instructional,VMC,DESCENT,0
1999,Spring,SEST,Cessna,1.0,1,Personal,VMC,DESCENT,0
1999,Spring,GRLK,Cessna,1.0,1,Others,VMC,TAKEOFF,0
1999,Spring,FWST,Beech,2.0,1,Instructional,VMC,LANDING,0
1999,Spring,PLNS,Piper,2.0,1,Personal,VMC,LANDING,0
1999,Spring,FWST,Cessna,1.0,1,Personal,VMC,DESCENT,1
1999,Spring,MEST,Mooney,1.0,1,Personal,IMC,CRUISE,1
1999,Spring,GRLK,Cessna,1.0,1,Personal,VMC,LANDING,1
1999,Spring,PLNS,Cessna,1.0,1,Others,VMC,MANEUVERING,1
1999,Spring,SWST,Piper,1.0,1,Instructional,VMC,TAXI,0
1999,Spring,SWST,Boeing,1.0,1,Personal,VMC,LANDING,0
1999,Spring,FWST,Piper,1.0,1,Personal,IMC,CRUISE,1
1999,Spring,SEST,Piper,2.0,0,Personal,VMC,LANDING,0
1999,Spring,SEST,Beech,2.0,1,Instructional,VMC,TAKEOFF,0
1999,Spring,FWST,Beech,2.0,1,Instructional,VMC,LANDING,0
1999,Spring,FWST,Cessna,1.0,1,Instructional,VMC,LANDING,0
1999,Spring,SEST,Cessna,1.0,1,Personal,UNK,CRUISE,1
1999,Spring,SEST,Grumman,1.0,1,Others,VMC,TAKEOFF,1
1999,Spring,RMTN,Cessna,1.0,1,Personal,VMC,CRUISE,1
1999,Spring,FWST,Cessna,1.0,1,Instructional,VMC,LANDING,1
1999,Spring,SEST,Cessna,2.0,1,Personal,VMC,CLIMB,1
1999,Spring,SWST,Piper,2.0,1,Personal,VMC,LANDING,0
1999,Spring,FWST,Cessna,1.0,1,Personal,VMC,CRUISE,0
1999,Spring,MEST,Beech,2.0,1,Personal,VMC,APPROACH,1
1999,Spring,SWST,Cessna,1.0,1,Personal,VMC,LANDING,0
1999,Spring,RMTN,Cessna,2.0,1,Others,VMC,CRUISE,0
1999,Spring,GRLK,Piper,1.0,1,Personal,VMC,CRUISE,0
1999,Spring,FWST,Piper,1.0,1,Personal,VMC,TAKEOFF,1
1999,Spring,SWST,Cessna,2.0,1,Personal,VMC,DESCENT,0
1999,Spring,RMTN,Piper,1.0,1,Personal,VMC,LANDING,0
1999,Spring,GRLK,Piper,1.0,1,Personal,VMC,TAXI,0
1999,Spring,SEST,Piper,1.0,1,Personal,IMC,LANDING,0
1999,Spring,FWST,Cessna,1.0,1,Personal,VMC,TAKEOFF,0
1999,Spring,FWST,Cessna,1.0,1,Personal,VMC,LANDING,0
1999,Spring,FWST,Piper,1.0,1,Personal,VMC,TAXI,0
1999,Spring,RMTN,Cessna,1.0,1,Personal,VMC,MANEUVERING,1
1999,Spring,RMTN,Piper,1.0,1,Personal,VMC,OTHERS,1
1999,Spring,SEST,Mooney,1.0,1,Others,VMC,CRUISE,1
1999,Spring,SEST,Air Tractor,1.0,1,Others,VMC,TAKEOFF,0
1999,Spring,FWST,Cessna,1.0,1,Personal,VMC,TAKEOFF,0
1999,Spring,RMTN,Cessna,1.0,1,Instructional,VMC,LANDING,0
1999,Spring,SEST,Piper,1.0,1,Personal,VMC,CRUISE,0
1999,Spring,GRLK,Beech,2.0,1,Others,VMC,CLIMB,1
1999,Spring,FWST,Bell,1.0,0,Others,VMC,APPROACH,1
1999,Spring,PLNS,Cessna,1.0,1,Instructional,VMC,TAKEOFF,0
1999,Spring,GRLK,Cessna,1.0,1,Instructional,VMC,LANDING,0
1999,Spring,GRLK,Cessna,1.0,1,Instructional,VMC,LANDING,0
1999,Spring,SEST,Piper,1.0,1,Others,IMC,CLIMB,0
1999,Spring,FWST,Cessna,2.0,1,Personal,VMC,TAKEOFF,1
1999,Spring,GRLK,Cessna,1.0,1,Instructional,VMC,LANDING,1
1999,Spring,FWST,Cessna,1.0,1,Personal,VMC,LANDING,0
1999,Spring,GRLK,Cessna,1.0,1,Instructional,VMC,LANDING,0
1999,Spring,FWST,Piper,1.0,1,Personal,VMC,LANDING,0
1999,Spring,SEST,Cessna,1.0,1,Instructional,VMC,LANDING,0
1999,Spring,SEST,Mooney,1.0,1,Instructional,VMC,CLIMB,0
1999,Spring,SWST,Cessna,1.0,1,Instructional,VMC,LANDING,0
1999,Spring,RMTN,Piper,1.0,1,Others,VMC,TAKEOFF,1
1999,Spring,FWST,Piper,1.0,1,Personal,VMC,APPROACH,1
1999,Spring,SEST,Cessna,1.0,1,Personal,VMC,APPROACH,0
1999,Spring,SEST,Cessna,1.0,1,Personal,VMC,APPROACH,0
1999,Spring,PLNS,Mooney,1.0,1,Personal,VMC,MANEUVERING,1
1999,Spring,RMTN,Cessna,1.0,1,Others,VMC,LANDING,0
1999,Spring,SEST,Piper,2.0,1,Others,IMC,LANDING,1
1999,Spring,SWST,Piper,1.0,1,Instructional,VMC,TAKEOFF,1
1999,Spring,RMTN,Cessna,1.0,1,Personal,VMC,APPROACH,0
1999,Winter,NWED,Piper,1.0,1,Personal,IMC,CRUISE,1
1999,Winter,SEST,Piper,2.0,1,Others,VMC,LANDING,0
1999,Winter,RMTN,Beech,1.0,1,Personal,VMC,TAKEOFF,0
1999,Winter,MEST,Piper,1.0,1,Instructional,VMC,LANDING,0
1999,Winter,SEST,Cessna,1.0,1,Personal,VMC,DESCENT,0
1999,Winter,SEST,Beech,2.0,1,Personal,VMC,DESCENT,1
1999,Winter,RMTN,Piper,2.0,1,Personal,VMC,CRUISE,0
1999,Winter,SEST,Cessna,1.0,1,Personal,VMC,LANDING,1
1999,Winter,MEST,Cessna,1.0,1,Instructional,VMC,LANDING,0
1999,Winter,FWST,Cessna,1.0,1,Personal,VMC,LANDING,0
1999,Winter,SEST,Cessna,1.0,1,Instructional,VMC,LANDING,0
1999,Winter,SEST,Mooney,1.0,1,Personal,VMC,DESCENT,0
1999,Winter,FWST,Bell,1.0,0,Others,VMC,LANDING,1
1999,Winter,SEST,Boeing,2.0,0,Others,VMC,TAKEOFF,0
1999,Winter,RMTN,Beech,1.0,1,Personal,VMC,CRUISE,1
1999,Winter,SEST,Cessna,1.0,1,Instructional,VMC,LANDING,0
1999,Winter,SEST,Piper,1.0,1,Personal,VMC,TAKEOFF,0
1999,Winter,FWST,Bell,1.0,0,Others,VMC,MANEUVERING,1
1999,Winter,GRLK,Cessna,1.0,1,Others,VMC,TAXI,0
1999,Winter,PLNS,Beech,1.0,1,Personal,VMC,APPROACH,1
1999,Winter,RMTN,Piper,1.0,1,Personal,VMC,MANEUVERING,0
1999,Winter,FWST,Cessna,1.0,1,Instructional,VMC,LANDING,0
1999,Winter,GRLK,Cessna,1.0,1,Others,VMC,DESCENT,0
1999,Winter,PLNS,Cessna,1.0,1,Personal,VMC,APPROACH,1
1999,Winter,FWST,Cessna,1.0,1,Others,VMC,CRUISE,1
1999,Winter,SWST,Beech,2.0,1,Instructional,VMC,LANDING,1
1999,Winter,SEST,Beech,1.0,1,Personal,IMC,MANEUVERING,0
1999,Winter,SWST,Beech,1.0,1,Instructional,VMC,CRUISE,0
1999,Winter,FWST,Beech,2.0,1,Personal,UNK,CRUISE,1
1999,Winter,PLNS,Bell,1.0,1,Personal,VMC,MANEUVERING,0
1999,Winter,SWST,Robinson,1.0,1,Others,VMC,MANEUVERING,0
1999,Winter,FWST,Grumman,2.0,0,Others,VMC,LANDING,0
1999,Winter,RMTN,Piper,1.0,1,Instructional,VMC,LANDING,0
1999,Winter,RMTN,Cessna,1.0,1,Personal,VMC,LANDING,0
1999,Winter,SEST,Piper,1.0,1,Personal,VMC,CRUISE,1
1999,Winter,FWST,Robinson,1.0,1,Instructional,VMC,LANDING,1
1999,Winter,SWST,Cessna,2.0,1,Personal,VMC,LANDING,0
1999,Winter,RMTN,Hughes,1.0,0,Others,VMC,MANEUVERING,1
1999,Winter,GRLK,Cessna,1.0,1,Instructional,VMC,TAKEOFF,0
1999,Winter,SEST,Cessna,1.0,1,Personal,VMC,LANDING,0
1999,Winter,FWST,Cessna,1.0,1,Personal,IMC,APPROACH,0
1999,Winter,SEST,Cessna,1.0,1,Instructional,VMC,LANDING,0
1999,Winter,RMTN,Cessna,1.0,1,Personal,VMC,LANDING,0
1999,Winter,SEST,Beech,1.0,1,Personal,VMC,TAXI,0
1999,Winter,SEST,Cessna,1.0,1,Others,VMC,LANDING,0
1999,Winter,MEST,Cessna,1.0,1,Instructional,VMC,DESCENT,1
1999,Winter,SEST,Cessna,1.0,1,Others,IMC,CRUISE,1
1999,Winter,FWST,Beech,2.0,1,Instructional,VMC,APPROACH,0
1999,Winter,FWST,Beech,2.0,0,Others,VMC,MANEUVERING,1
1999,Winter,NWED,Cessna,1.0,1,Personal,VMC,APPROACH,1
1999,Winter,FWST,Beech,2.0,0,Others,IMC,APPROACH,1
1999,Winter,MEST,Cessna,2.0,1,Instructional,VMC,TAXI,0
1999,Winter,SEST,Cessna,1.0,1,Instructional,VMC,LANDING,0
1999,Winter,SEST,Piper,2.0,1,Personal,VMC,LANDING,0
1999,Winter,MEST,Hughes,1.0,0,Others,VMC,MANEUVERING,1
1999,Winter,SEST,Cessna,1.0,1,Instructional,VMC,TAKEOFF,0
1999,Winter,SEST,Bell,1.0,1,Personal,VMC,CRUISE,0
1999,Winter,GRLK,Beech,2.0,0,Others,IMC,APPROACH,0
1999,Winter,PLNS,Beech,1.0,1,Personal,VMC,TAKEOFF,1
1999,Winter,GRLK,Piper,1.0,1,Others,IMC,TAKEOFF,1
1999,Winter,SWST,Piper,1.0,1,Personal,VMC,LANDING,0
1999,Winter,SEST,Cessna,1.0,1,Personal,VMC,LANDING,0
1999,Winter,GRLK,Cessna,1.0,1,Personal,VMC,LANDING,0
1999,Winter,PLNS,Piper,1.0,1,Personal,VMC,CLIMB,1
1999,Winter,SEST,Piper,2.0,0,Personal,VMC,DESCENT,0
1999,Winter,SEST,Cessna,1.0,1,Personal,VMC,APPROACH,1
1999,Winter,FWST,Cessna,1.0,1,Personal,VMC,APPROACH,1
1999,Winter,SWST,Bell,1.0,0,Others,IMC,APPROACH,1
1999,Winter,SWST,Cessna,1.0,1,Personal,VMC,TAKEOFF,1
1999,Winter,GRLK,Beech,2.0,1,Others,IMC,LANDING,0
1999,Winter,SEST,Bell,1.0,1,Personal,VMC,TAKEOFF,0
1999,Winter,GRLK,Cessna,1.0,1,Others,VMC,CRUISE,1
1999,Winter,FWST,Piper,1.0,1,Others,VMC,TAXI,0
1999,Winter,SEST,Piper,1.0,1,Others,VMC,CLIMB,1
1999,Winter,SEST,Bell,1.0,0,Others,VMC,MANEUVERING,1
1999,Winter,RMTN,Cessna,1.0,0,Others,VMC,TAXI,0
1999,Winter,PLNS,Cessna,1.0,1,Instructional,VMC,MANEUVERING,1
1999,Winter,SWST,Mooney,1.0,1,Personal,VMC,TAKEOFF,0
1999,Winter,PLNS,Cessna,1.0,1,Personal,IMC,CRUISE,1
1999,Winter,SEST,Piper,1.0,1,Personal,VMC,TAKEOFF,1
1999,Winter,SEST,Robinson,1.0,1,Instructional,VMC,MANEUVERING,1
1999,Winter,FWST,Cessna,1.0,1,Personal,VMC,TAXI,0
1999,Winter,SEST,Beech,2.0,1,Others,IMC,APPROACH,1
1999,Winter,SWST,Piper,2.0,1,Personal,VMC,CRUISE,1
1999,Winter,PLNS,Piper,1.0,1,Personal,VMC,MANEUVERING,1
1999,Winter,SEST,Piper,1.0,1,Personal,VMC,MANEUVERING,1
1999,Winter,SEST,Beech,1.0,1,Others,VMC,CLIMB,0
1999,Winter,SWST,Cessna,1.0,1,Personal,VMC,TAXI,0
1999,Winter,SEST,Cessna,2.0,1,Personal,VMC,TAXI,0
1999,Winter,FWST,Cessna,1.0,1,Instructional,VMC,LANDING,0
1999,Winter,SWST,Cessna,1.0,1,Personal,VMC,CRUISE,1
